bookID,title,authors,average_rating,isbn,language_code,# num_pages,ratings_count,text_reviews_count,prices
8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,439401879,eng,128,4791,205,257.34
8799,Ahora sabréis lo que es correr,Dave Eggers-María Victoria Alonso Blanco,3.63,8439710097,spa,400,2,1,99.63
8808,The Adventures of Jimmy Skunk,Thornton W. Burgess-Thea Kliros-Harrison Cady,4.13,486280233,eng,96,258,19,201.28
8809,The Wanting Seed,Anthony Burgess,3.78,393315088,en-US,288,4701,280,121.48
8810,A Clockwork Orange,Anthony Burgess-Blake Morrison,3.99,141182601,eng,159,4911,497,40.58
8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,en-GB,160,1367,115,39.27
8812,A Clockwork Orange,Anthony Burgess,3.99,345026241,eng,191,614,69,270.09
8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,ger,235,61,5,77.69
8814,A Clockwork Orange (Stage Play),Anthony Burgess,3.82,413735907,eng,51,27,2,136.9
8818,One Hand Clapping,Anthony Burgess,3.82,786706317,eng,224,969,50,187.49
8820,The Doctor is Sick,Anthony Burgess,3.63,393316025,eng,260,932,38,59.48
8822,Earthly Powers,Anthony Burgess,4.15,99468646,eng,649,2022,146,89.57
8826,Dead Famous,Ben Elton,3.64,552999458,eng,382,8415,352,44.63
8828,High Society,Ben Elton,3.77,552999954,eng,380,5981,196,36.75
8829,Past Mortem,Ben Elton,3.74,552771236,eng,464,4218,199,279.57
8830,Popcorn,Ben Elton,3.49,552771848,eng,320,5213,172,79.76
8834,This Other Eden,Ben Elton,3.72,055277183X,eng,400,2207,67,41.97
8840,Saint-Exupéry,Stacy Schiff-Antoine de Saint-Exupéry,4.05,805079130,eng,560,195,24,42.96
8848,Le Petit Prince,Antoine de Saint-Exupéry,4.3,2070513289,fre,123,348,19,42.68
8852,Macbeth,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,743477103,eng,246,560816,7311,99.97
8853,Macbeth,William Shakespeare-Alan Durband,3.89,812035712,eng,224,286,18,159.37
8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.78,446606987,eng,198,3067,175,147.87
8857,Death of a Gossip (Hamish Macbeth  #1),M.C. Beaton,3.72,446607134,eng,179,9244,691,144.68
8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.82,446614890,en-US,227,3119,190,254.89
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,eng,194,5385,286,201.37
8860,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.55,764586025,en-US,112,25,2,238.71
8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,446608289,eng,214,2840,152,186.8
8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,eng,333,2229,239,217.38
8865,Who Was William Shakespeare?,Celeste Davidson Mannis-John   O'Brien,4.02,448439042,eng,105,686,86,184.09
8866,Short Stories  Poems  Novels,Edgar Allan Poe,4.24,681979852,eng,567,49,2,213.65
8875,Planet of the Apes,Pierre Boulle-Xan Fielding,3.93,517209489,en-US,192,86,14,91.17
8878,Conquest of the Planet of the Apes,John Jakes-Paul Dehn,3.71,95132414,eng,187,233,9,153.56
8879,Planet of the Apes: Colony,William T. Quick,3.55,60086211,eng,288,22,1,256.21
8880,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,1569716684,eng,80,8,2,108.04
8881,Planet of the Apes: The Fall,William T. Quick,3.22,60086203,eng,288,32,2,132.74
8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,2.78,345251679,eng,0,8,2,53.2
8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.23,345251229,eng,183,10,1,69.04
8895,Planet of the Apes: The Human War,Ian Edginton,3.32,184023380X,eng,72,1,1,205.09
8901,Battle for the Planet of the Apes,David Gerrold-John William Corrington-Joyce Hooper Corrington,3.67,891901639,eng,158,453,8,105.88
8907,The War of the World: Twentieth-Century Conflict and the Descent of the West,Niall Ferguson,4.04,1594201005,en-US,808,1968,148,227.06
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,eng,342,350060,20137,140.19
8909,The War of the Worlds,H.G. Wells-Arthur C. Clarke,3.81,375759239,eng,192,183750,4114,148.91
8910,The Second World War: A Complete History,Martin  Gilbert,4.19,805076239,eng,928,853,39,278.74
8911,World War II: 4 139 Strange and Fascinating Facts (Strange & Fascinating Facts),Don Mccombs-Fred L. Worth,3.59,517422867,en-US,659,34,0,220.36
8915,A Short History of World War II,James L. Stokesbury,3.93,688085873,eng,416,454,38,232.64
8916,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.13,517052253,eng,0,45,1,154.34
8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,486215318,eng,320,60,4,189.27
8919,The Invisible Man,H.G. Wells,3.63,439574277,eng,208,321,20,86.95
8921,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-Anne Perry-Maria Buitoni Duca-Sidney Paget,4.1,451528018,eng,256,178632,4441,288.93
8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-David Timson,4.1,9626343346,eng,5,130,20,43.69
8924,The Hound of the Baskervilles,Arthur Conan Doyle-Pam Smy,4.1,763630640,eng,272,61,6,65.13
8930,Jamie's Italy,Jamie Oliver-David Loftus-Chris Terry,4,1401301959,eng,320,7463,90,172.3
8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver-Marion Deuchars-David Loftus-Chris Terry,4.07,1401301940,eng,336,4248,49,180.88
8932,Jamie's Kitchen,Jamie Oliver,3.89,141010371,eng,336,4012,30,180.59
8946,The Walls of Spyte,Dave Morris-Oliver Johnson-Jamie Thomson,4.33,034049168X,eng,304,22,0,228.33
8949,Lord of the Shadows (Cirque Du Freak  #11),Darren Shan,4.22,316156280,eng,220,17081,288,269.71
8951,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.19,316016659,eng,272,18011,344,116.27
8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4,439286069,eng,169,39447,3871,77.72
8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,eng,202,23943,513,84.32
8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James-Mary E. DeMuth-Tracey Lawrence-Elizabeth Jusino,4.11,446695602,en-US,320,485,32,232.94
8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.05,1577782089,eng,184,580,28,167.32
8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,823016625,eng,144,31,1,20.84
8988,Jesus Freaks,Andre Duza,3.67,976249871,eng,390,54,7,142.21
8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin-Lindsey Johnston,3.57,1588993000,eng,184,110,9,199.15
9010,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,806527285,eng,288,48218,4137,114.31
9012,Holidays on Ice,David Sedaris,3.93,316779237,eng,134,3539,251,60.69
9013,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.2,1592289444,eng,256,11357,1713,49.84
9014,The Long Walk,Richard Bachman-Stephen King,4.11,451196716,eng,370,83792,3970,133.08
9018,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela-Kofi Annan-Danny Glover,4.33,1586216880,eng,6,70,13,111.84
9021,Long Walk To Freedom (Volume 1: 1918-1962),Nelson Mandela,4.35,349116024,eng,497,3305,18,82.93
9022,Long Walk to Freedom (Volume 2: 1962 - 1994),Nelson Mandela,4.39,034911630X,eng,450,193,14,70.51
9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,553813536,eng,496,1216,195,131.01
9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,385602731,eng,447,276,35,287.14
9058,Charles Dickens as a Legal Historian,William Holdsworth,3.67,1886363064,eng,166,3,1,124.23
9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.86,226348180,eng,498,34,4,66.64
9066,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,312182627,eng,169,24,2,280.98
9071,La historiadora,Elizabeth Kostova,3.78,8495618877,spa,699,1303,109,57.71
9072,The Historian,Elizabeth Kostova-Paul Michael-Justine Eyre,3.78,1415929017,eng,26,345,134,117.53
9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,140004684X,eng,320,3936,254,275.35
9082,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.12,380794772,eng,480,5964,333,152.69
9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff-Nora Harlow-Jill M. Singleton-Barrie D. Coate-Kristine Sandoe,4.33,975323113,en-US,336,46,8,295.93
9099,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val-National Geographic Society,4.25,079227363X,eng,504,753,32,295.58
9106,Portrait in Death (In Death  #16),J.D. Robb,4.38,749934425,en-US,354,142,9,227.74
9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,eng,124,48,0,49.87
9118,Le Portrait de Dorian Gray,Oscar Wilde-Michel Etienne-Daniel Mortier,4.07,2266082655,fre,645,46,3,267.1
9119,The Portrait of Dorian Gray: Teacher's Book,Elizabeth  Gray,3.88,1842163868,eng,32,118,1,47.51
9121,The Portrait of Dorian Gray,Oscar Wilde-Elizabeth  Gray,4.07,1842161903,eng,51,77,2,233.55
9122,The Picture of Dorian Gray,Oscar Wilde-Donald L. Lawler,4.07,393955680,eng,462,171,12,196.53
9124,The Picture of Dorian Gray,Oscar Wilde-Michael Gillespie,4.07,393927547,en-US,517,641,50,61.38
9125,The Picture of Dorian Gray,Oscar Wilde-Joseph Bristow,4.07,192807293,eng,229,1079,75,182.71
9132,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh-Philip Khuri Hitti-Richard W. Bulliet,3.92,231121253,eng,265,66,6,124.3
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.37,486218430,eng,176,377,28,43.84
9141,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.36,074326407X,eng,333,510,42,236.46
9143,Ballet Class,John         Green-Caroline Denzler,3.64,486296385,en-US,48,11,0,161.06
9144,NYC Ballet Workout,Peter Martins-Paul Kolnik-Richard Corman-Howard  Kaplan,4,688152023,eng,208,231,11,261.15
9148,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman-Gill Tomblin-Darcey Bussell,4.09,789460971,eng,64,62,5,108.11
9149,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss-Veronica Bennett,4.06,448435365,eng,144,151,14,133.27
9151,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.05,448437694,eng,144,124,4,194.3
9153,The Barefoot Book Of Ballet Stories,Jane Yolen,4.22,1841482641,eng,96,0,0,63.61
9155,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.86,448442515,eng,144,93,8,154.92
9164,Ballet for Dummies,Scott Speck-Evelyn Cisneros,3.99,764525689,eng,348,75,6,258.98
9171,Time for Ballet,Adèle Geras-Shelagh McNicholas-Adèle Geras,3.71,803729782,eng,32,68,14,30.14
9184,Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,3.62,415942578,eng,368,16,0,92.71
9186,Angelina's Ballet Class,Katharine Holabird-Helen Craig,3.92,044844013X,eng,24,71,1,35.65
9203,San Francisco Ballet at Seventy-Five,Janice Ross-Allan Ulrich-Brigitte Lefevre,4.33,811856984,en-US,188,6,1,29.84
9210,Save D.A.D. (Scrambled Legs  #6),Jahnna N. Malcolm,3.25,590428896,eng,134,10,0,107.68
9216,Ballet and Modern Dance (Second Edition  Revised),Susan Au,3.69,500203520,eng,224,51,6,47.57
9223,Teaching Classical Ballet,John               White,4.47,081301395X,eng,200,15,1,20.63
9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.7,970016409,eng,160,40,2,273.82
9245,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.52,970016417,eng,160,43,3,87.32
9253,Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,3.4,590428888,eng,135,13,0,172.5
9262,The Books in My Life,Henry Miller,3.81,811201082,eng,327,687,29,238.01
9282,The Smoke Jumper,Nicholas Evans,4.06,440235162,eng,576,28164,675,187.58
9288,La casa de los espíritus,Isabel Allende,4.22,9500717638,spa,456,197,19,54.51
9292,Zorro,Isabel Allende,3.76,739461508,eng,390,271,52,253.87
9297,La casa de los espíritus,Isabel Allende,4.22,9871138903,spa,456,190,21,230.98
9298,Last Chance Saloon,Marian Keyes,3.8,60086246,en-US,528,34586,669,44.28
9299,Anybody Out There? (Walsh Family  #4),Marian Keyes,3.91,60731303,eng,456,343,47,78.07
9300,Watermelon (Walsh Family  #1),Marian Keyes,3.78,99489988,eng,520,63160,1198,42.3
9301,Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.94,60090383,eng,578,53411,1166,231.39
9303,Lucy Sullivan Is Getting Married,Marian Keyes,3.76,60090375,en-US,640,42096,664,199.98
9305,No Dress Rehearsal,Marian Keyes,3.3,1902602323,eng,79,746,48,235.62
9325,Fullmetal Alchemist  Vol. 10 (Fullmetal Alchemist  #10),Hiromu Arakawa-Akira Watanabe,4.6,1421504618,eng,200,8273,137,84.61
9326,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa-Akira Watanabe,4.56,1421501759,eng,200,12344,188,144.01
9327,The House of the Spirits,Isabel Allende-Magda Botin,4.22,552995886,eng,491,972,108,277.62
9328,The House of the Spirits,Isabel Allende-Magda Bogin,4.22,553383809,eng,448,133127,4334,29.14
9330,The House of the Spirits,Isabel Allende-Madga Bogin-Christopher Hitchens,4.22,1400043182,eng,488,248,46,43.96
9331,The House of the Spirits,Isabel Allende,4.22,553273914,eng,433,3598,331,252.78
9335,The House of the Spirits (Everyman's Library),Isabel Allende-Magda Bogin,4.22,1857152816,eng,488,43,5,217.97
9338,Insights: Talks On The Nature Of Existence,Frederick P. Lenz,5,1932206086,eng,304,1,0,121.1
9345,Palestine: Peace Not Apartheid,Jimmy Carter,3.81,743285026,eng,288,2789,350,254.26
9346,Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.87,743285018,eng,224,3122,227,178.46
9347,An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.89,743211995,eng,288,1831,220,90.02
9350,The Virtues of Aging,Jimmy Carter,3.51,345425928,eng,160,196,33,151.54
9351,Living Faith,Jimmy Carter,3.79,812930347,eng,288,456,29,190.38
9352,Sharing Good Times,Jimmy Carter,3.49,743270681,eng,192,227,34,77.88
9355,Until I Find You,John Irving,3.63,345479726,eng,820,22066,1346,107.32
9356,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,349113467,eng,279,1548,147,21.05
9361,Atlas Shrugged,Ayn Rand,3.68,525948929,eng,1176,897,132,218.76
9362,Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,452286360,eng,1192,329,52,78.02
9363,Atlas Shrugged,Ayn Rand,3.68,451171926,eng,1074,908,139,97.04
9365,Atlas Shrugged,Ayn Rand,3.68,394415760,en-US,1168,79,12,281.21
9370,Skinny Legs and All,Tom Robbins,4.04,1842430343,eng,422,34805,1005,131.12
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.18,449910288,eng,224,889,42,242.07
9386,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.13,874776317,eng,224,1589,117,250.15
9409,The Sari Shop,Rupa Bajwa,3.43,039332690X,eng,224,1797,147,62.82
9416,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,440241413,eng,368,578094,9893,141.47
9417,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.65,044024191X,eng,388,74093,1841,278.61
9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,440241812,eng,387,97984,2359,191.32
9419,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.77,440241898,eng,407,93132,2049,125.28
9420,Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,385338708,eng,359,108789,2041,192.41
9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,552998877,eng,320,2069,233,31.43
9427,The Story of Chicago May,Nuala O'Faolain,3.23,1573223204,en-US,307,337,60,210.49
9431,Chicago Stories,James T. Farrell-Charles Fanning,3.89,252019814,en-US,296,38,5,117.83
9435,Chicago Stories: Tales of the City,John  Miller-Stuart Dybek,3.56,811839745,eng,224,44,9,125.95
9437,The Handmaid's Tale,Margaret Atwood,4.09,224023489,eng,324,93,18,111.72
9438,The Basic Works of Aristotle,Aristotle-Richard Peter McKeon-C.D.C. Reeve,4.24,375757996,eng,1487,2116,48,230.92
9439,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard-Walter Lowrie,4.1,691019622,eng,420,495,34,62.71
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra-Stanley Appelbaum,3.3,486406660,mul,288,27,0,50.07
9443,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,3.87,8432048712,spa,1138,11,1,140.09
9444,The Complete Collected Poems,Maya Angelou,4.42,067942895X,eng,273,7701,229,191.4
9454,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-A.V. Miller-John Niemeyer Findlay,3.92,198245971,eng,640,13159,227,181.71
9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-Yirmiyahu Yovel,4.04,691120528,eng,223,103,16,75.91
9457,Hegel's Phenomenology of Spirit,Martin Heidegger-Kenneth Maly-Parvis Emad,4.19,253209102,eng,176,114,3,31.71
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle-Plato,4.33,1559343567,eng,125,9,1,133.55
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.81,439474299,en-US,416,35714,1678,286.15
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.94,080755538X,eng,128,296,8,287.43
9480,The Midnight Kittens (The Hundred and One Dalmatians  #3),Dodie Smith,3.33,491024037,eng,119,75,6,197.88
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin-D.J. Enright,4.41,375752196,eng,749,964,148,29.62
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,687002826,eng,306,1895,129,82.87
9487,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,eng,400,3648,138,288.73
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,451200268,eng,397,3319,115,57.96
9490,The Book of Embraces,Eduardo Galeano-Cedric Belfrage-Mark Schafer,4.29,393308553,eng,288,2103,158,96.53
9491,Experiencing Father's Embrace,Jack Frost,4.34,768423481,eng,256,498,41,250.54
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.2,080282966X,en-US,330,44,10,30.08
9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.18,671737694,eng,320,393,18,103.15
9498,Beauty: The Invisible Embrace,John O'Donohue,4.45,60957263,en-US,261,622,73,30.32
9501,Embrace,Mark Behr,3.75,349113009,eng,726,70,6,36.36
9503,Saving Fish from Drowning,Amy Tan,3.43,034546401X,eng,472,26172,2495,287.77
9506,Un Lugar Llamado Nada,Amy Tan-Claudia Conde,3.43,840806701X,spa,475,85,5,196.03
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.17,156032295,eng,544,623,19,98.69
9512,Measure for Measure,William Shakespeare,3.67,014101380X,eng,224,55,4,129.93
9515,Henry Adams and the Making of America,Garry Wills,3.79,618134301,en-US,480,91,20,41.88
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi-Mattias Ripa,4.24,037571457X,eng,153,135456,7571,173.39
9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi-Anjali Singh,4.25,375714669,eng,187,54242,2194,26.68
9521,Persepolis  Volume 3,Marjane Satrapi,4.4,2844141048,fre,96,1681,49,73.21
9522,Persepolis  Volume 1,Marjane Satrapi,4.24,2844140580,fre,76,60931,368,240.26
9524,Persépolis 2 (Em Portuguese do Brasil),Marjane Satrapi,4.43,853590638X,spa,88,15,2,157.95
9525,Chicken with Plums,Marjane Satrapi,3.85,375424156,en-US,84,8182,651,282.21
9526,Embroideries,Marjane Satrapi-Anjali Singh,3.85,375714677,eng,144,13738,1068,101.94
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,753820250,eng,520,6422,978,80.33
9530,Shadow Divers,Robert Kurson,4.29,965925072,eng,335,19570,1726,29.81
9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry-Ridley Pearson-Greg Call,4.15,078683787X,en-US,557,31770,1212,208.78
9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,765342405,eng,469,128211,4147,84.49
9533,The Poe Shadow,Matthew Pearl,3.12,1400061032,eng,367,6004,700,111.27
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.94,812565959,eng,451,63691,1399,158.97
9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,345453867,en-US,336,10943,421,109.72
9539,The Shadow Rising (Wheel of Time  #4),Robert Jordan,4.23,812513738,eng,1007,137790,2209,167.51
9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara-Michelle Sagara West,3.79,373802544,eng,507,14126,842,223
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.07,62507540,eng,118,2432,154,90.37
9549,Shadows of the Empire (Star Wars),Steve Perry,3.82,553574132,eng,385,14093,386,234.25
9550,In Praise of Shadows,Jun'ichirō Tanizaki-Thomas J. Harper-Edward G. Seidensticker,4.1,99283573,eng,73,402,29,37.35
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.39,006062213X,eng,272,6658,164,225.47
9553,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,515135968,eng,323,15364,595,157.07
9556,The Elephant Vanishes,Haruki Murakami-Alfred Birnbaum-Jay Rubin,3.86,99448750,eng,327,1233,120,111.02
9557,Sputnik Sweetheart,Haruki Murakami-Philip Gabriel,3.82,99448475,eng,229,73452,3235,52.67
9558,Back to Wando Passo,David     Payne,3.3,60851899,en-US,448,175,26,165.61
9565,Confessions of a Taoist on Wall Street,David     Payne,3.88,701139560,eng,735,84,5,260.07
9566,Still Life with Woodpecker,Tom Robbins,4.04,184243022X,eng,288,60966,2261,176.02
9567,Half Asleep in Frog Pajamas,Tom Robbins,3.74,184243036X,eng,389,18030,524,293.79
9571,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,553107755,en-US,415,323,36,204.17
9575,Salomes Siebter Schleier,Tom Robbins,4.04,3499134977,ger,558,17,0,233.22
9577,PanAroma: Jitterbug Perfume,Tom Robbins-Nikolaus Hansen,4.24,3499156717,ger,556,57,3,175.19
9582,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins-Pociao-Roberto de Hollanda,3.98,3499154293,ger,376,3,0,69.64
9585,Halbschlaf im Froschpyjama,Tom Robbins-Pociao-Walter Hartmann,3.74,3499224429,ger,459,22,3,30.48
9589,Hocus Pocus,Kurt Vonnegut,3.82,425161293,eng,322,24973,770,66.92
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut,3.96,385333471,eng,288,40488,1129,287.1
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut,3.78,385333811,en-US,318,7077,132,79.74
9592,Mother Night,Kurt Vonnegut,4.22,385334141,eng,282,61277,2187,270.04
9593,Galápagos,Kurt Vonnegut,3.87,385333870,eng,324,53777,1891,64.85
9594,Timequake,Kurt Vonnegut,3.72,99267543,eng,219,23529,824,293.4
9595,Slapstick  or Lonesome No More!,Kurt Vonnegut,3.87,385334230,eng,288,29942,1021,115.69
9597,Player Piano,Kurt Vonnegut,3.87,385333781,eng,341,38620,1401,91.06
9598,Deadeye Dick,Kurt Vonnegut,3.81,385334176,eng,271,21076,623,245.23
9599,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut-Lee Stringer,3.72,743410580,en-US,80,843,52,119.02
9601,Bluebeard,Kurt Vonnegut,4.03,038533351X,eng,318,29644,1046,254.2
9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut,3.77,385334265,eng,300,5005,189,204.86
9603,Sun  Moon  Star,Kurt Vonnegut-Ivan Chermayeff,3.79,60263199,eng,62,402,39,89.14
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut,4.36,051712436X,eng,527,898,8,221.48
9607,Palm Sunday/Welcome to the Monkeyhouse,Kurt Vonnegut,4.16,99387816,eng,642,345,11,217.46
9617,A Man Without A Country,Kurt Vonnegut-Daniel Simon,4.08,739466224,eng,146,188,25,64.86
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.42,60544880,eng,912,5073,184,104.49
9620,Farewell Summer,Ray Bradbury,3.71,61131547,eng,211,3240,315,187.08
9621,The Stories of Ray Bradbury Volume 2,Ray Bradbury,4.31,586057498,en-US,685,19,1,227.9
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,553286374,eng,348,831,55,35.92
9623,Dandelion Wine,Ray Bradbury,4.09,380977265,en-US,267,635,106,119.56
9626,The Homecoming,Ray Bradbury-Dave McKean,4.09,60859628,en-US,56,775,94,89.6
9627,The Illustrated Man,Ray Bradbury,4.14,552083291,en-GB,186,29,3,144.89
9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,en-US,176,840,121,129.2
9631,Something Wicked This Way Comes & A Sound of Thunder,Ray Bradbury-Stefan Rudnicki,4.04,786176261,eng,1,28,7,21.65
9632,Switch on the Night,Ray Bradbury-Leo Dillon-Diane Dillon,4.09,553112449,en-US,40,186,11,206.52
9633,The Best of Ray Bradbury,Ray Bradbury-Dave Gibbons-Richard Corben-Mike Mignola,4.07,743474767,eng,162,297,28,279.5
9634,From the Dust Returned,Ray Bradbury,3.75,743429982,eng,206,3015,219,104.21
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.22,60545844,en-US,384,352,45,164.3
9638,The Cat's Pajamas,Ray Bradbury,3.73,60777338,eng,234,1316,119,89.44
9639,Essays,George Orwell-John Carey,4.33,375415033,eng,1369,598,46,127.4
9640,A Collection of Essays,George Orwell,4.33,156186004,eng,316,3118,189,117.84
9641,Down And Out In Paris And London,George Orwell,4.11,436350238,eng,230,20,3,37.17
9644,Why I Write,George Orwell,4.03,143036351,eng,120,5874,492,57.7
9646,Homage to Catalonia,George Orwell-Lionel Trilling,4.15,156421178,eng,232,27619,1513,49.82
9648,Keep the Aspidistra Flying,George Orwell,3.88,141183721,eng,277,11220,627,118.55
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell-Richard H. Rovere,4.37,156701766,eng,480,265,21,177.2
